"УИК №1"	"УИК №2"	"УИК №3"	"УИК №4"	"УИК №5"	"УИК №6"	"УИК №7"	"УИК №8"	"УИК №9"	"УИК №10"	"УИК №11"	"УИК №12"	"УИК №13"	"УИК №14"	"УИК №15"	"УИК №16"	"УИК №17"	"УИК №18"	"УИК №19"	"УИК №20"	"УИК №21"	"УИК №22"	"УИК №23"	"УИК №24"	"УИК №25"	"УИК №26"	"УИК №27"	"УИК №28"	"УИК №29"	"УИК №30"	"УИК №31"	"УИК №32"	"УИК №33"	"УИК №34"	"УИК №35"	"УИК №36"	"УИК №37"	"УИК №38"	"УИК №39"	"УИК №40"	"УИК №41"	"УИК №42"	"УИК №43"	"УИК №44"	"УИК №45"	"УИК №46"	"УИК №47"	"УИК №48"	"УИК №49"	"УИК №50"	"УИК №51"	"УИК №52"	"УИК №53"	"УИК №1272"	"УИК №1277"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	10	5	2	9	2	5	0	7	7	3	2	3	5	5	3	5	0	13	7	7	4	0	5	1	4	5	3	7	8	9	8	10	10	2	14	7	2	10	7	6	11	2	7	3	7	6	0	0	0	0	0	2	19	5	
150	38	70	66	95	20	49	57	52	113	47	196	57	305	149	146	64	41	148	88	100	132	53	95	205	177	129	105	90	177	78	115	83	53	35	101	54	67	105	113	160	105	194	167	29	114	92	10	16	7	6	3	19	161	224	
29	36	28	29	83	7	21	10	29	59	11	5	24	10	12	40	22	23	59	41	33	12	6	23	10	43	39	9	24	54	52	72	12	26	14	55	53	36	76	38	67	30	114	58	9	52	46	6	14	2	4	6	30	27	62	
1270	1257	820	785	2242	367	643	937	1379	1455	1215	1197	615	1947	1467	1463	793	713	1504	580	603	1140	448	867	1192	1481	1242	863	1103	1905	1644	1672	779	937	379	1830	1778	1090	1109	1214	1825	1309	1609	1876	795	872	1048	174	360	120	60	205	1083	1749	1854	
3	4	18	9	7	5	13	21	10	11	4	2	5	9	5	24	4	4	8	9	24	7	3	15	5	27	10	3	7	32	31	15	3	9	1	45	16	4	11	11	19	22	27	32	9	7	4	2	2	0	1	0	18	18	7	
3	4	5	0	4	1	1	0	2	7	1	1	4	3	0	5	4	2	6	3	4	4	0	0	2	8	6	4	9	6	11	13	8	6	1	11	6	4	4	6	13	7	7	8	5	8	12	0	2	0	0	0	3	14	3	
4	17	5	5	17	1	3	2	7	14	5	3	4	4	3	9	2	1	9	7	15	5	0	7	2	23	10	1	7	12	19	6	10	8	1	16	22	10	6	9	12	9	7	14	3	6	10	0	1	0	0	0	3	9	7	
4	11	6	9	26	2	11	3	13	14	3	1	5	5	7	12	6	2	3	14	13	17	1	6	1	11	10	2	6	23	14	15	1	11	0	20	7	4	8	7	12	8	10	9	4	2	3	2	1	0	0	0	2	13	7	
