"УИК №2054"	"УИК №2055"	"УИК №2056"	"УИК №2057"	"УИК №2058"	"УИК №2059"	"УИК №2060"	"УИК №2061"	"УИК №2062"	"УИК №2063"	"УИК №2064"	"УИК №2065"	"УИК №2066"	"УИК №2067"	"УИК №2068"	"УИК №2069"	"УИК №2070"	"УИК №2071"	"УИК №2072"	"УИК №2073"	"УИК №2074"	"УИК №2075"	"УИК №2076"	"УИК №2077"	"УИК №2078"	"УИК №2079"	"УИК №2080"	"УИК №2081"	"УИК №2082"	"УИК №2083"	"УИК №2084"	"УИК №2085"	"УИК №2086"	"УИК №2088"	"УИК №2089"	"УИК №2090"	"УИК №2091"	"УИК №2092"	"УИК №2093"	"УИК №2094"	"УИК №2095"	"УИК №2096"	"УИК №2097"	"УИК №2098"	"УИК №2099"	"УИК №2100"	"УИК №2101"	"УИК №2102"	"УИК №2103"	"УИК №2104"	"УИК №2105"	"УИК №2106"	"УИК №2107"	"УИК №2108"	"УИК №2109"	"УИК №2110"	"УИК №2111"	"УИК №2112"	"УИК №2113"	"УИК №2114"	"УИК №2229"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

16	6	4	7	5	13	9	9	13	12	17	13	9	12	12	14	13	13	15	10	11	7	17	17	10	10	18	16	21	14	7	9	13	18	15	3	11	7	5	15	14	16	14	13	16	7	7	19	3	6	5	11	5	13	6	17	11	14	15	2	5	
151	123	165	89	83	118	75	109	233	172	150	138	179	129	150	135	181	159	141	136	162	105	135	123	150	188	186	196	228	145	134	123	126	148	113	20	106	111	91	116	198	169	101	222	202	182	107	233	97	152	28	151	56	166	166	175	218	188	326	61	104	
67	31	52	43	22	36	34	43	93	61	39	63	75	65	89	61	87	82	46	43	64	38	59	74	68	65	81	94	84	61	55	74	59	63	50	16	72	77	68	77	111	78	61	112	82	70	73	109	37	64	25	118	43	94	85	107	88	108	127	41	43	
805	648	854	446	511	599	519	601	1110	869	683	671	965	876	881	831	1081	923	771	749	895	599	884	871	753	888	898	1162	1144	615	700	752	670	710	641	215	713	682	522	878	1058	1023	662	1214	964	798	856	1193	554	723	299	1098	405	1056	754	1121	1014	1030	1797	459	432	
52	49	54	7	27	46	38	48	52	62	38	35	42	48	31	43	35	25	58	46	41	26	30	37	26	52	52	52	60	23	26	33	31	26	27	2	12	15	15	31	36	42	25	25	31	33	28	36	19	11	2	21	13	21	19	20	37	33	53	5	17	
7	5	6	2	6	7	8	7	8	8	6	6	20	12	8	11	19	13	11	4	10	5	4	10	2	6	9	17	12	4	14	4	2	3	6	1	1	8	6	12	13	12	12	13	13	13	8	18	2	8	1	9	4	13	9	8	12	12	9	3	0	
30	19	23	5	14	12	17	18	14	30	13	27	25	18	11	23	21	17	22	16	17	18	14	30	15	23	22	32	24	15	19	12	11	21	8	1	10	10	7	13	17	18	10	16	19	20	14	22	13	8	1	5	1	10	11	11	10	8	28	4	2	
43	30	55	6	25	29	23	38	49	43	40	31	29	38	32	44	30	38	26	26	27	31	46	44	28	45	48	34	36	20	22	16	18	20	14	0	15	8	13	18	40	27	13	24	17	17	20	42	10	16	2	15	6	19	13	21	16	21	31	3	8	
