"УИК №1408"	"УИК №1409"	"УИК №1410"	"УИК №1411"	"УИК №1412"	"УИК №1413"	"УИК №1414"	"УИК №1415"	"УИК №1416"	"УИК №1417"	"УИК №1418"	"УИК №1419"	"УИК №1420"	"УИК №1421"	"УИК №1422"	"УИК №1423"	"УИК №1424"	"УИК №1425"	"УИК №1426"	"УИК №1427"	"УИК №1428"	"УИК №1429"	"УИК №1430"	"УИК №1431"	"УИК №1432"	"УИК №1433"	"УИК №1434"	"УИК №1435"	"УИК №1436"	"УИК №1437"	"УИК №1438"	"УИК №1439"	"УИК №1440"	"УИК №1441"	"УИК №1442"	"УИК №1443"	"УИК №1444"	"УИК №1445"	"УИК №1446"	"УИК №1447"	"УИК №1448"	"УИК №1449"	"УИК №1450"	"УИК №1451"	"УИК №1452"	"УИК №1453"	"УИК №1454"	"УИК №1455"	"УИК №1456"	"УИК №1457"	"УИК №1458"	"УИК №1459"	"УИК №3703"	"УИК №3704"	"УИК №3705"	
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

12	10	4	9	11	10	10	3	0	9	7	8	13	10	13	7	13	16	18	9	10	4	6	17	11	17	11	8	6	9	7	11	12	14	14	13	11	11	8	5	11	18	6	14	4	4	9	8	13	20	16	3	5	3	0	
224	140	82	134	135	151	150	71	101	98	98	102	152	156	196	130	173	179	155	156	154	149	175	132	221	209	162	116	118	145	108	139	128	190	160	153	131	142	102	99	156	198	144	137	235	106	175	132	174	224	277	23	20	25	1	
65	89	37	54	59	49	63	49	58	52	65	45	76	57	95	71	66	78	76	77	81	49	77	86	90	70	56	45	56	70	36	43	58	96	88	96	92	54	62	64	90	45	77	56	21	33	96	81	107	123	110	24	16	21	2	
1143	998	562	710	766	721	867	548	646	735	698	688	959	1014	1053	854	908	1019	1086	1003	1010	973	938	1047	1096	1035	882	695	638	1097	856	1181	957	1280	996	943	1040	954	862	676	1046	1039	1200	1049	861	667	952	1019	1038	1544	1949	292	122	179	16	
66	29	15	46	24	37	38	18	18	23	31	32	36	32	47	32	40	38	41	31	31	25	23	35	44	50	67	37	39	44	29	34	31	41	31	29	33	43	28	28	43	58	50	35	27	27	38	39	33	61	83	8	12	3	0	
7	9	6	6	7	11	3	6	3	3	8	4	11	17	11	8	6	11	11	8	8	8	8	8	12	8	7	5	5	10	7	19	10	11	8	6	9	6	6	6	8	3	12	5	1	5	5	11	6	12	13	1	3	0	0	
22	10	10	9	14	13	19	4	8	7	15	11	13	9	15	13	9	13	17	18	14	14	11	6	14	20	20	17	7	14	11	10	10	18	15	11	10	16	12	7	17	22	26	13	16	9	15	17	19	14	27	9	3	2	0	
80	37	21	18	17	17	39	16	12	13	17	19	32	38	36	17	38	22	36	13	31	31	21	27	27	29	37	20	20	43	27	32	18	21	25	37	23	29	9	15	27	44	46	22	13	32	26	31	28	31	31	9	7	5	0	
