"УИК №963"	"УИК №964"	"УИК №965"	"УИК №966"	"УИК №967"	"УИК №968"	"УИК №969"	"УИК №970"	"УИК №971"	"УИК №972"	"УИК №973"	"УИК №974"	"УИК №975"	"УИК №976"	"УИК №977"	"УИК №978"	"УИК №979"	"УИК №980"	"УИК №981"	"УИК №982"	"УИК №983"	"УИК №984"	"УИК №985"	"УИК №986"	"УИК №987"	"УИК №988"	"УИК №989"	"УИК №990"	"УИК №991"	"УИК №992"	"УИК №993"	"УИК №994"	"УИК №995"	"УИК №996"	"УИК №997"	"УИК №998"	"УИК №999"	"УИК №1000"	"УИК №1001"	"УИК №1002"	"УИК №1003"	"УИК №1004"	"УИК №1005"	"УИК №1006"	"УИК №1007"	"УИК №1008"	"УИК №1009"	"УИК №1010"	"УИК №1011"	"УИК №1012"	"УИК №1013"	"УИК №1014"	"УИК №1015"	"УИК №1016"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	15	10	8	9	3	5	9	8	8	10	9	1	4	5	6	10	4	13	7	2	14	6	2	14	4	9	8	6	11	5	5	2	15	10	5	12	13	7	4	12	11	18	11	8	11	7	4	2	10	9	4	10	4	
67	130	144	119	99	93	126	81	109	94	143	103	60	89	87	218	164	115	181	107	55	191	96	86	146	101	122	99	68	146	116	113	80	163	108	171	91	181	124	64	151	127	159	126	111	131	61	137	85	156	179	89	185	95	
39	94	107	85	63	78	66	62	68	84	120	99	53	70	57	152	111	63	106	73	21	83	67	62	92	44	80	95	72	149	109	111	73	119	97	85	67	85	83	36	112	74	112	109	95	96	48	86	42	95	108	66	86	32	
529	1046	989	790	584	665	790	546	762	717	1162	872	480	591	622	1180	1084	917	1205	787	359	1147	821	523	1097	640	1186	890	596	1110	1023	881	670	1207	920	950	734	999	922	414	1057	954	1208	1018	839	1008	552	982	506	1059	1128	686	1114	540	
18	21	23	20	23	17	32	14	23	22	33	25	12	12	16	64	34	18	54	11	7	47	18	18	29	28	18	19	11	18	27	14	10	25	16	42	25	34	25	11	26	22	22	22	17	22	13	31	17	23	32	25	27	19	
3	9	12	5	4	10	6	5	10	8	16	12	6	6	5	27	9	5	12	3	4	12	10	11	10	5	9	9	7	8	8	9	8	10	4	6	7	12	15	4	12	16	15	12	9	15	3	9	2	10	12	1	7	5	
7	6	11	8	6	7	13	4	5	10	11	8	1	3	2	16	18	10	17	5	5	37	9	6	23	9	9	9	2	10	7	7	9	16	14	12	11	11	13	6	12	24	14	20	10	16	5	7	4	10	15	9	13	6	
9	22	17	9	6	5	12	10	5	11	25	7	12	12	16	23	15	10	12	14	3	20	17	9	26	10	20	14	7	16	12	10	11	14	8	16	20	17	10	5	17	14	17	14	7	10	10	22	12	17	23	8	19	7	
