"УИК №4401"	"УИК №4402"	"УИК №4403"	"УИК №4404"	"УИК №4405"	"УИК №4406"	"УИК №4407"	"УИК №4408"	"УИК №4409"	"УИК №4410"	"УИК №4411"	"УИК №4412"	"УИК №4413"	"УИК №4414"	"УИК №4415"	"УИК №4416"	"УИК №4417"	"УИК №4418"	"УИК №4419"	"УИК №4420"	"УИК №4421"	"УИК №4422"	"УИК №4423"	"УИК №4424"	"УИК №4425"	"УИК №4426"	"УИК №4427"	"УИК №4428"	"УИК №4429"	"УИК №4430"	"УИК №4431"	"УИК №4432"	"УИК №4433"	"УИК №4434"	"УИК №4435"	"УИК №4436"	"УИК №4437"	"УИК №4438"	"УИК №4439"	"УИК №4440"	"УИК №4441"	"УИК №4442"	"УИК №4443"	"УИК №4444"	"УИК №4445"	"УИК №4446"	"УИК №4447"	"УИК №4448"	"УИК №4449"	"УИК №4450"	"УИК №4451"	"УИК №4452"	"УИК №4453"	"УИК №4454"	"УИК №4455"	"УИК №4456"	"УИК №4457"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	2	1	3	2	0	2	3	0	13	2	6	12	8	3	3	6	15	4	4	3	5	1	3	2	4	3	2	8	6	5	1	4	18	2	11	16	6	2	6	4	22	16	5	11	4	2	0	6	6	5	2	4	1	4	4	
28	46	197	36	97	11	156	31	172	19	178	87	151	123	171	105	57	115	212	107	90	116	88	93	89	156	183	102	47	102	71	124	87	61	177	40	110	176	94	54	40	107	192	180	183	101	75	131	9	104	89	4	10	138	38	102	115	
16	4	8	37	33	11	22	14	41	1	60	44	47	71	81	38	27	62	79	42	34	61	52	34	34	16	48	42	18	44	12	35	34	21	90	9	47	54	58	27	14	44	114	94	76	30	27	33	5	61	32	43	7	66	3	29	37	
152	155	344	174	654	480	1282	209	472	70	1351	627	1139	938	1162	635	782	807	1100	787	490	610	1252	536	649	274	831	395	543	634	438	1405	715	652	1469	546	775	1008	838	827	1913	1023	1738	1115	1153	913	707	1406	122	641	643	684	123	690	91	509	806	
1	6	5	7	7	3	2	9	11	6	21	15	18	22	33	8	7	7	23	14	12	22	17	8	9	4	13	7	5	11	21	11	18	9	49	6	24	17	19	11	7	3	40	23	38	20	10	12	2	11	8	9	4	14	6	8	22	
0	1	6	3	5	1	1	2	6	1	8	4	13	7	15	6	7	9	14	4	5	2	9	3	5	3	12	2	5	8	3	12	6	3	24	0	7	13	7	4	5	4	19	11	6	4	2	5	3	4	12	4	0	9	5	4	10	
0	2	2	4	2	0	2	0	4	4	14	5	13	8	15	11	10	10	19	13	7	5	7	2	4	2	5	0	4	7	7	14	3	6	12	4	7	11	7	2	6	6	16	10	10	5	8	12	0	1	2	0	0	7	0	4	4	
3	1	3	2	3	2	1	2	10	0	17	11	14	10	19	6	2	9	16	7	7	8	8	6	3	1	9	4	6	4	4	6	4	3	14	0	8	8	6	5	20	9	15	11	23	6	5	2	1	6	9	0	2	7	1	6	6	
