"УИК №2654"	"УИК №2655"	"УИК №2656"	"УИК №2657"	"УИК №2658"	"УИК №2659"	"УИК №2660"	"УИК №2661"	"УИК №2662"	"УИК №2663"	"УИК №2664"	"УИК №2665"	"УИК №2666"	"УИК №2667"	"УИК №2668"	"УИК №2669"	"УИК №2670"	"УИК №2671"	"УИК №2672"	"УИК №2673"	"УИК №2674"	"УИК №2675"	"УИК №2676"	"УИК №2677"	"УИК №2678"	"УИК №2679"	"УИК №2680"	"УИК №2681"	"УИК №2682"	"УИК №2683"	"УИК №2684"	"УИК №2685"	"УИК №2686"	"УИК №2687"	"УИК №2688"	"УИК №2689"	"УИК №2690"	"УИК №2691"	"УИК №2692"	"УИК №2693"	"УИК №2694"	"УИК №2695"	"УИК №2696"	"УИК №2697"	"УИК №2698"	"УИК №2699"	"УИК №2700"	"УИК №2701"	"УИК №2702"	"УИК №2703"	"УИК №2704"	"УИК №2705"	"УИК №2706"	"УИК №2707"	"УИК №2708"	"УИК №2709"	"УИК №2710"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

16	9	11	9	7	8	7	9	9	10	11	11	8	19	16	11	14	13	6	12	10	20	10	10	19	15	13	17	16	14	6	12	9	19	12	13	10	10	6	13	12	13	13	8	12	8	11	17	10	13	9	16	10	12	16	8	11	
126	125	146	122	118	107	74	69	118	117	118	122	123	199	83	137	157	117	148	125	193	217	89	112	242	195	203	244	177	228	138	161	118	89	209	137	117	142	134	99	114	119	116	89	97	127	157	161	238	143	113	254	165	158	165	83	64	
62	49	47	77	56	39	54	45	41	46	72	46	75	60	35	69	43	39	58	43	57	79	38	47	56	62	84	94	63	69	40	70	64	37	91	76	86	60	54	61	59	44	44	49	47	72	67	85	86	65	57	72	69	60	49	40	183	
861	859	896	1089	766	701	558	597	652	797	960	721	920	1239	596	714	804	690	708	805	995	1114	533	676	1276	1099	1236	1351	1025	1059	746	943	783	713	1160	982	886	930	825	903	823	774	773	680	750	893	1092	1099	1357	1108	915	1500	1195	955	992	724	516	
29	26	30	37	21	27	10	23	15	28	34	36	38	68	22	39	32	37	31	51	76	67	31	28	99	49	79	98	56	63	51	36	38	16	53	49	38	39	23	27	28	17	26	31	28	27	56	42	64	35	33	85	41	32	57	20	96	
3	11	11	22	16	4	8	7	7	6	16	6	7	11	3	5	7	10	6	12	5	11	6	5	12	14	13	16	7	16	6	8	3	4	13	9	11	12	11	13	12	10	9	9	11	10	10	7	19	6	10	12	16	16	15	0	1	
12	15	20	14	12	6	4	8	19	19	16	16	18	33	7	8	14	16	14	18	41	44	7	19	53	31	30	31	29	30	17	19	21	10	21	23	11	25	9	15	17	12	15	13	14	12	24	22	18	25	20	25	12	19	16	11	7	
14	28	31	15	19	15	7	18	11	28	24	15	15	43	14	20	24	23	21	52	37	55	29	27	71	45	40	41	70	41	20	32	23	20	27	33	34	25	25	29	20	33	27	22	33	26	35	29	56	34	42	61	41	35	29	18	10	
