"УИК №748"	"УИК №749"	"УИК №1150"	"УИК №1151"	"УИК №1152"	"УИК №1153"	"УИК №1154"	"УИК №1155"	"УИК №1156"	"УИК №1157"	"УИК №1158"	"УИК №1159"	"УИК №1160"	"УИК №1161"	"УИК №1162"	"УИК №1163"	"УИК №1164"	"УИК №1165"	"УИК №1166"	"УИК №1167"	"УИК №1168"	"УИК №1169"	"УИК №1170"	"УИК №1171"	"УИК №1172"	"УИК №1173"	"УИК №1174"	"УИК №1175"	"УИК №1176"	"УИК №1177"	"УИК №1178"	"УИК №1179"	"УИК №1180"	"УИК №1181"	"УИК №1182"	"УИК №1183"	"УИК №1184"	"УИК №1185"	"УИК №1186"	"УИК №1187"	"УИК №1188"	"УИК №1189"	"УИК №1190"	"УИК №1191"	"УИК №1192"	"УИК №1193"	"УИК №1194"	"УИК №1195"	"УИК №1196"	"УИК №1197"	"УИК №1198"	"УИК №1199"	"УИК №1200"	"УИК №1201"	"УИК №1202"	"УИК №1203"	"УИК №1204"	"УИК №1205"	"УИК №1206"	"УИК №1207"	"УИК №1208"	"УИК №1209"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	4	2	0	0	3	0	2	1	0	3	1	2	6	4	8	10	9	4	5	1	4	6	8	7	2	4	0	0	11	8	7	15	3	7	1	10	7	2	4	0	13	8	4	3	4	3	1	3	0	2	0	1	3	1	0	1	0	7	0	4	3	
162	119	37	18	14	73	28	64	69	36	54	35	51	141	176	135	254	253	77	110	35	96	115	150	107	90	90	51	20	170	64	180	219	107	252	58	166	85	44	22	16	302	235	45	212	215	74	33	102	59	21	9	54	102	58	4	19	11	287	46	173	157	
56	57	14	16	15	48	25	47	64	51	36	39	31	65	56	53	88	97	55	62	29	58	23	70	91	42	36	30	6	71	55	64	45	69	57	11	76	47	13	18	0	103	105	33	51	106	48	21	41	18	13	4	38	50	28	0	0	13	103	13	59	56	
798	747	436	226	170	410	167	445	575	187	422	497	447	761	739	720	1237	1305	636	668	301	744	460	886	929	452	434	354	117	868	539	1005	907	819	935	166	839	546	371	153	56	1758	1364	377	1004	1042	485	240	497	160	186	71	318	496	429	100	157	215	1328	259	985	626	
24	13	4	2	1	7	2	6	9	1	3	5	8	8	17	21	26	27	12	11	8	5	0	9	22	6	7	2	0	11	12	31	49	14	12	1	11	8	5	1	0	21	30	8	20	26	4	0	3	0	2	2	2	8	5	0	1	2	24	4	15	17	
7	7	4	1	1	4	4	2	3	2	6	7	3	6	4	4	8	15	2	8	3	6	1	8	6	4	2	3	1	8	1	9	4	8	8	1	13	10	3	1	1	9	9	1	6	11	5	2	2	0	1	0	6	4	4	0	0	2	21	1	8	4	
10	8	1	1	1	2	3	3	4	0	1	1	3	3	8	2	9	9	4	7	5	6	1	5	6	0	6	4	0	5	4	13	26	7	4	0	5	5	1	1	3	12	17	5	9	13	0	0	6	0	1	0	2	4	1	0	2	1	20	3	8	9	
17	13	0	1	0	0	0	1	1	1	5	1	2	2	6	9	9	6	5	6	1	1	1	5	5	4	7	0	0	11	3	15	18	1	0	0	5	2	1	1	0	10	28	1	12	18	2	0	1	1	0	0	0	2	1	1	0	0	19	2	5	4	
