"УИК №664"	"УИК №665"	"УИК №667"	"УИК №668"	"УИК №669"	"УИК №670"	"УИК №671"	"УИК №672"	"УИК №673"	"УИК №674"	"УИК №675"	"УИК №676"	"УИК №677"	"УИК №678"	"УИК №679"	"УИК №680"	"УИК №681"	"УИК №682"	"УИК №683"	"УИК №684"	"УИК №685"	"УИК №686"	"УИК №687"	"УИК №688"	"УИК №689"	"УИК №690"	"УИК №691"	"УИК №692"	"УИК №693"	"УИК №694"	"УИК №695"	"УИК №696"	"УИК №697"	"УИК №698"	"УИК №699"	"УИК №700"	"УИК №701"	"УИК №702"	"УИК №703"	"УИК №704"	"УИК №705"	"УИК №706"	"УИК №707"	"УИК №708"	"УИК №709"	"УИК №710"	"УИК №711"	"УИК №712"	"УИК №713"	"УИК №714"	"УИК №715"	"УИК №716"	"УИК №717"	"УИК №718"	"УИК №719"	"УИК №720"	"УИК №721"	"УИК №722"	"УИК №723"	"УИК №724"	"УИК №2224"	"УИК №2284"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	15	1	5	6	7	10	2	6	8	7	7	4	5	8	14	5	20	11	4	5	13	10	6	8	13	10	9	9	8	8	4	15	8	6	13	9	10	3	10	6	10	13	12	7	13	12	10	9	11	16	3	7	12	13	15	9	7	4	10	10	5	
173	235	26	169	103	99	128	84	71	99	88	92	138	84	161	131	138	147	304	113	101	226	141	116	110	98	110	92	116	48	69	82	232	90	143	169	124	121	29	84	79	116	133	104	118	159	135	111	190	129	154	118	129	113	175	212	140	115	125	123	129	141	
125	134	19	126	98	70	88	57	58	61	73	59	79	59	80	105	87	93	198	71	69	118	78	86	63	51	35	50	67	41	51	47	123	76	74	71	76	79	15	47	85	95	105	64	108	97	85	78	112	88	94	86	81	98	122	118	127	67	86	115	72	90	
874	1171	350	889	727	615	793	581	609	542	579	643	807	661	694	745	775	1055	1393	792	650	1001	695	794	682	570	563	589	687	577	447	471	1360	746	864	708	775	805	180	537	574	796	830	882	829	1133	809	817	1154	821	1078	941	686	779	1024	1199	1085	702	834	858	731	845	
19	30	13	14	25	6	22	19	9	16	12	23	24	19	22	26	16	34	41	16	26	27	31	12	24	23	22	20	17	14	11	18	38	17	20	35	13	20	7	13	10	26	35	30	26	30	25	13	25	20	29	24	23	15	35	37	39	17	21	23	17	18	
10	13	3	11	5	6	9	6	2	3	10	12	12	7	9	6	5	13	20	9	3	11	9	8	6	8	5	6	7	5	5	6	16	6	6	12	11	8	1	3	8	10	7	14	10	15	8	7	20	11	19	8	9	8	16	13	11	11	8	11	6	5	
7	20	2	10	7	5	11	9	3	7	5	5	10	8	15	13	13	19	18	13	9	15	15	15	15	14	4	16	8	3	8	9	25	11	8	14	14	8	0	5	10	13	10	12	8	13	15	13	15	10	10	10	16	7	19	29	5	10	14	9	11	9	
12	16	5	8	10	7	18	16	16	10	21	13	27	21	29	22	31	13	35	23	17	16	25	16	17	17	22	14	18	10	5	12	45	17	20	20	13	19	4	8	18	26	21	24	21	21	33	17	32	22	43	18	15	15	20	33	20	11	15	22	16	22	
