"УИК №252"	"УИК №253"	"УИК №254"	"УИК №255"	"УИК №256"	"УИК №257"	"УИК №258"	"УИК №259"	"УИК №260"	"УИК №261"	"УИК №262"	"УИК №263"	"УИК №264"	"УИК №265"	"УИК №266"	"УИК №267"	"УИК №268"	"УИК №269"	"УИК №270"	"УИК №271"	"УИК №272"	"УИК №273"	"УИК №274"	"УИК №275"	"УИК №276"	"УИК №277"	"УИК №278"	"УИК №279"	"УИК №280"	"УИК №281"	"УИК №282"	"УИК №283"	"УИК №284"	"УИК №285"	"УИК №286"	"УИК №287"	"УИК №288"	"УИК №289"	"УИК №290"	"УИК №291"	"УИК №292"	"УИК №293"	"УИК №294"	"УИК №295"	"УИК №296"	"УИК №297"	"УИК №298"	"УИК №299"	"УИК №300"	"УИК №301"	"УИК №302"	"УИК №303"	"УИК №304"	"УИК №305"	"УИК №306"	"УИК №307"	"УИК №308"	"УИК №309"	"УИК №310"	"УИК №311"	"УИК №312"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

15	11	9	16	11	3	23	15	6	17	6	14	16	12	16	11	7	7	11	10	5	10	10	7	9	5	12	4	13	5	10	10	7	19	12	14	14	10	7	6	7	9	8	6	6	6	10	9	7	4	10	4	4	13	18	8	11	1	11	10	12	
150	147	110	134	145	92	142	145	69	128	71	138	140	134	112	66	153	79	78	79	106	93	105	86	144	63	128	80	111	93	110	101	101	136	67	115	76	145	115	51	58	74	94	54	60	117	142	104	149	149	119	139	150	190	176	150	210	24	106	165	178	
65	71	41	67	33	38	52	44	38	42	18	70	66	48	48	33	31	26	65	54	31	69	62	68	64	36	50	48	53	35	47	54	51	51	36	60	21	109	69	35	47	47	41	23	21	86	73	56	77	74	30	44	41	60	69	48	85	9	56	44	61	
1100	1192	910	1109	1000	682	1141	1187	713	1007	450	1092	1130	1072	1088	579	1066	653	1213	843	964	1182	870	943	1272	553	1136	816	967	661	1174	1186	850	1033	585	839	565	919	1125	586	535	607	971	600	447	1023	1020	1085	1127	1038	806	781	851	1188	1103	863	1263	928	724	896	1133	
97	92	41	63	76	34	70	73	35	43	34	63	88	66	70	34	84	58	37	35	38	40	31	36	58	18	43	47	48	31	63	39	41	53	29	50	56	37	50	19	19	38	50	31	23	35	39	29	38	33	95	98	93	88	95	103	123	3	67	102	65	
6	16	9	9	12	8	9	12	8	8	5	7	19	7	9	3	6	3	10	12	10	6	5	8	8	8	12	3	10	10	6	11	7	9	1	9	8	10	6	7	2	4	10	3	0	9	8	7	5	6	5	7	4	11	6	1	16	4	7	9	10	
36	33	20	17	19	15	28	42	18	22	8	23	37	27	21	11	25	20	19	18	22	18	13	15	20	6	10	20	12	14	25	23	19	16	14	17	22	10	24	6	5	13	15	14	13	13	20	11	9	19	24	20	23	36	21	21	32	0	20	14	23	
49	69	34	63	41	39	73	54	16	41	15	38	45	42	58	19	42	38	25	22	44	35	27	27	23	18	31	33	27	18	43	26	30	30	25	41	35	15	39	10	9	25	31	15	12	13	14	7	13	24	33	41	39	57	37	44	46	3	18	41	38	
