"УИК №688"	"УИК №689"	"УИК №690"	"УИК №691"	"УИК №692"	"УИК №693"	"УИК №694"	"УИК №695"	"УИК №696"	"УИК №697"	"УИК №698"	"УИК №699"	"УИК №700"	"УИК №701"	"УИК №702"	"УИК №703"	"УИК №704"	"УИК №705"	"УИК №706"	"УИК №707"	"УИК №708"	"УИК №709"	"УИК №710"	"УИК №711"	"УИК №712"	"УИК №713"	"УИК №714"	"УИК №715"	"УИК №716"	"УИК №717"	"УИК №718"	"УИК №719"	"УИК №720"	"УИК №721"	"УИК №722"	"УИК №723"	"УИК №724"	"УИК №725"	"УИК №726"	"УИК №727"	"УИК №728"	"УИК №729"	"УИК №730"	"УИК №731"	"УИК №732"	"УИК №733"	"УИК №734"	"УИК №735"	"УИК №736"	"УИК №737"	"УИК №738"	"УИК №739"	"УИК №740"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	11	9	22	16	19	26	21	9	16	16	19	12	12	7	10	10	20	9	14	4	15	21	15	15	10	17	8	11	10	8	11	12	13	20	5	18	12	17	7	8	9	12	14	19	13	16	8	23	7	1	4	8	
121	113	131	154	156	177	224	158	175	186	148	192	166	193	169	145	194	229	140	155	124	144	135	195	176	116	171	174	151	144	96	135	160	101	173	143	153	167	146	181	200	129	139	180	172	155	148	134	180	179	31	63	74	
78	66	51	64	74	61	75	80	92	67	63	89	75	95	70	73	94	52	67	53	54	85	91	66	76	74	112	72	72	82	65	96	72	62	84	98	53	100	90	83	97	91	65	102	90	83	80	89	90	66	15	18	21	
719	775	954	909	1065	1072	1213	1057	1125	1071	930	1159	1154	1230	1156	996	1041	1129	880	972	828	1027	1071	1114	1106	936	1118	1042	1022	989	710	1098	1081	810	1077	999	896	1173	1136	1162	1197	951	881	1164	1105	1145	1015	1110	1222	1003	232	361	449	
34	25	35	52	45	54	68	58	38	56	60	53	63	51	56	51	42	85	42	37	36	48	58	51	46	45	63	43	55	50	49	52	49	46	49	34	52	61	45	73	65	44	42	73	51	53	61	43	52	74	5	29	26	
9	5	11	11	12	10	8	6	6	13	10	16	8	5	13	17	5	13	11	11	6	11	8	9	10	7	15	15	17	14	11	10	8	14	20	10	14	14	10	6	10	13	7	10	13	9	7	12	10	12	2	2	4	
12	12	16	34	18	37	20	12	17	19	24	33	31	17	23	20	18	40	25	23	18	17	22	37	18	16	22	22	18	14	18	15	16	21	29	10	19	28	28	30	23	17	11	24	18	23	22	16	27	20	5	6	19	
16	10	31	56	19	67	78	51	46	65	43	61	35	51	40	54	41	60	32	39	18	46	26	32	41	37	43	41	41	52	26	39	38	48	54	12	31	28	33	45	52	33	40	54	25	37	45	33	42	49	16	10	16	
