"УИК №799"	"УИК №800"	"УИК №801"	"УИК №802"	"УИК №803"	"УИК №804"	"УИК №805"	"УИК №806"	"УИК №807"	"УИК №808"	"УИК №809"	"УИК №810"	"УИК №811"	"УИК №812"	"УИК №813"	"УИК №814"	"УИК №815"	"УИК №816"	"УИК №817"	"УИК №818"	"УИК №819"	"УИК №820"	"УИК №821"	"УИК №822"	"УИК №823"	"УИК №824"	"УИК №825"	"УИК №826"	"УИК №827"	"УИК №828"	"УИК №829"	"УИК №830"	"УИК №831"	"УИК №832"	"УИК №833"	"УИК №834"	"УИК №835"	"УИК №836"	"УИК №837"	"УИК №838"	"УИК №839"	"УИК №840"	"УИК №841"	"УИК №842"	"УИК №843"	"УИК №844"	"УИК №845"	"УИК №846"	"УИК №847"	"УИК №848"	"УИК №849"	"УИК №850"	"УИК №851"	"УИК №852"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	4	13	6	11	4	3	1	9	16	5	6	5	2	12	20	6	9	14	8	5	11	4	3	7	15	14	14	4	5	2	10	4	6	20	5	4	14	24	7	2	31	2	9	8	3	7	12	12	41	16	3	8	6	
191	124	145	76	89	81	108	24	116	163	94	56	100	50	180	111	94	205	49	71	120	189	82	116	197	113	199	224	42	125	120	194	121	138	114	187	80	214	222	134	162	190	115	111	170	149	225	112	140	152	165	105	191	119	
54	70	93	20	66	57	39	7	52	106	76	53	48	19	81	54	64	111	66	36	61	114	42	49	85	89	119	95	21	39	69	91	65	80	63	91	31	87	119	38	102	80	62	48	64	42	86	37	57	48	106	44	86	48	
823	1033	1661	810	694	918	932	929	713	1092	885	1245	574	744	1154	707	701	1793	1092	1052	1069	1543	855	678	1192	1721	1247	1785	637	708	719	1451	1017	863	698	1397	1144	1162	1056	809	765	1709	1078	756	1287	861	1855	658	1435	910	1314	1073	1040	1042	
8	11	7	5	9	7	11	6	15	17	24	8	13	9	25	18	11	22	15	6	14	36	10	10	15	13	28	9	5	10	12	16	8	17	23	18	13	23	27	6	33	15	10	9	10	6	8	8	17	79	18	14	8	16	
8	5	9	7	10	7	2	4	10	11	6	1	2	4	12	27	2	9	6	5	7	14	8	6	11	14	12	13	3	3	2	6	6	13	17	10	2	9	18	5	17	10	5	4	10	11	6	4	10	46	13	9	13	4	
4	4	7	6	45	7	5	1	4	11	6	3	5	4	6	26	6	3	13	6	8	8	1	11	17	14	16	10	3	11	5	8	6	18	19	11	3	8	13	8	5	18	3	1	8	6	8	5	10	34	10	5	7	10	
1	2	6	2	16	3	9	3	6	12	4	4	2	3	9	23	6	18	10	3	5	9	0	7	12	4	16	16	5	6	8	10	4	4	18	7	5	9	17	7	9	10	6	8	4	9	11	7	10	57	8	4	8	4	
