"УИК №61"	"УИК №62"	"УИК №63"	"УИК №64"	"УИК №65"	"УИК №66"	"УИК №67"	"УИК №68"	"УИК №69"	"УИК №70"	"УИК №71"	"УИК №72"	"УИК №73"	"УИК №74"	"УИК №75"	"УИК №76"	"УИК №77"	"УИК №78"	"УИК №79"	"УИК №80"	"УИК №81"	"УИК №82"	"УИК №83"	"УИК №84"	"УИК №85"	"УИК №86"	"УИК №87"	"УИК №88"	"УИК №89"	"УИК №90"	"УИК №91"	"УИК №92"	"УИК №93"	"УИК №94"	"УИК №95"	"УИК №96"	"УИК №97"	"УИК №98"	"УИК №99"	"УИК №100"	"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	5	3	7	8	0	0	18	3	18	0	0	3	0	0	8	2	1	0	1	4	9	0	7	7	0	4	2	2	3	4	3	2	4	6	3	4	2	0	4	5	4	5	4	4	13	3	7	4	9	11	12	13	12	8	
82	83	78	110	86	115	101	145	112	115	96	180	67	269	272	318	58	26	265	306	179	186	271	196	19	92	41	42	15	191	214	202	139	206	223	179	189	125	35	155	124	218	183	185	72	253	31	275	169	150	146	161	211	199	64	
10	6	10	12	19	13	13	13	11	11	10	14	33	15	37	107	10	4	12	19	27	34	19	33	22	8	24	27	7	17	19	18	20	30	32	26	27	17	5	18	68	19	32	32	32	8	87	7	5	16	26	19	36	25	35	
1020	1076	1329	2139	837	1783	1557	1402	1298	1353	1079	1783	1520	1833	1575	1576	1452	595	1535	2024	1773	1827	1456	1874	554	1107	907	859	319	1327	1492	1403	1247	1847	1999	1600	1692	1113	313	1285	1643	1824	1971	1892	678	1826	1512	2377	1829	1303	1574	1332	1835	1803	766	
8	31	12	34	9	2	0	0	7	2	0	2	6	0	1	16	15	3	0	1	9	8	1	20	6	0	7	2	1	9	12	12	6	8	7	6	6	4	1	12	14	16	17	16	9	32	21	17	11	11	14	16	15	16	7	
1	1	4	2	5	5	0	5	1	5	0	0	5	0	0	12	5	0	0	1	2	9	0	4	2	0	3	1	1	4	3	3	1	3	2	2	2	1	0	3	5	4	4	4	1	6	2	3	2	4	4	3	4	5	2	
4	8	2	7	3	2	3	12	3	4	2	1	12	2	2	16	5	5	2	1	10	13	1	10	2	2	3	3	2	4	6	5	6	9	11	8	8	5	1	7	8	8	10	9	3	7	23	5	2	11	12	10	15	15	7	
16	8	3	2	3	1	2	5	12	10	9	9	15	11	1	7	12	2	3	3	9	10	2	8	6	1	4	2	1	8	9	8	7	11	12	9	10	6	2	11	12	13	14	13	5	9	31	5	5	11	9	13	16	11	4	
