"УИК №492"	"УИК №493"	"УИК №494"	"УИК №495"	"УИК №496"	"УИК №497"	"УИК №498"	"УИК №499"	"УИК №500"	"УИК №501"	"УИК №502"	"УИК №503"	"УИК №504"	"УИК №505"	"УИК №506"	"УИК №507"	"УИК №508"	"УИК №509"	"УИК №510"	"УИК №511"	"УИК №512"	"УИК №513"	"УИК №514"	"УИК №515"	"УИК №516"	"УИК №517"	"УИК №518"	"УИК №519"	"УИК №520"	"УИК №521"	"УИК №522"	"УИК №523"	"УИК №524"	"УИК №525"	"УИК №526"	"УИК №527"	"УИК №528"	"УИК №529"	"УИК №530"	"УИК №531"	"УИК №532"	"УИК №533"	"УИК №534"	"УИК №535"	"УИК №536"	"УИК №537"	"УИК №538"	"УИК №539"	"УИК №540"	"УИК №541"	"УИК №542"	"УИК №543"	"УИК №544"	"УИК №545"	"УИК №546"	"УИК №547"	"УИК №548"	"УИК №549"	"УИК №550"	"УИК №4216"	
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	2	5	6	11	2	6	11	5	6	5	4	11	11	11	12	7	6	4	4	4	13	4	6	9	5	4	9	5	10	5	5	1	1	9	3	5	1	4	3	0	1	6	0	1	7	3	0	0	5	5	4	4	1	2	0	1	0	16	6	
143	119	62	80	140	83	134	199	95	64	63	73	210	202	187	188	169	170	76	91	155	139	116	125	162	149	126	119	143	179	102	73	30	25	225	16	196	18	44	74	115	32	129	23	36	53	96	13	51	131	174	31	106	69	64	34	44	31	131	11	
61	38	55	40	73	37	56	100	48	25	38	31	111	77	81	86	165	74	39	74	76	71	41	65	73	92	70	71	71	71	43	33	19	34	106	8	92	12	20	21	61	19	58	18	25	36	48	13	29	47	123	30	39	22	34	9	11	9	76	21	
681	514	604	538	964	461	601	1039	490	402	431	414	1212	1466	1060	1026	950	798	648	632	818	917	605	714	730	905	790	920	986	974	476	589	230	245	1102	123	966	133	240	249	580	210	750	230	332	327	627	126	278	523	974	395	585	312	486	130	234	110	807	346	
5	14	5	15	19	12	13	20	10	9	7	5	22	19	29	26	19	10	8	11	20	18	11	15	11	12	8	25	8	22	9	4	1	19	16	4	10	2	7	3	11	1	6	3	0	4	7	0	1	6	25	4	5	1	1	2	1	3	28	8	
2	6	4	6	4	2	5	7	6	5	5	5	19	16	9	10	10	8	4	5	10	2	5	10	4	5	5	9	11	5	4	1	3	0	10	0	8	2	0	3	8	2	6	0	4	2	6	2	0	4	11	6	0	1	2	1	1	3	11	2	
7	5	3	7	18	3	8	10	5	5	1	5	21	8	13	11	13	6	2	2	5	3	11	8	8	8	10	14	7	7	5	2	3	3	11	0	10	0	2	7	5	3	8	3	3	1	1	0	1	2	12	1	9	2	1	1	1	1	6	4	
5	5	9	9	11	3	9	12	3	5	2	6	19	7	20	11	7	10	8	6	5	7	8	11	10	8	12	9	8	8	7	2	2	2	8	1	7	1	3	4	5	0	6	0	4	0	2	0	1	7	11	5	6	1	3	1	1	4	6	4	
