"УИК №898"	"УИК №899"	"УИК №900"	"УИК №901"	"УИК №902"	"УИК №903"	"УИК №904"	"УИК №905"	"УИК №906"	"УИК №907"	"УИК №908"	"УИК №909"	"УИК №910"	"УИК №911"	"УИК №912"	"УИК №913"	"УИК №914"	"УИК №915"	"УИК №916"	"УИК №917"	"УИК №918"	"УИК №919"	"УИК №920"	"УИК №921"	"УИК №922"	"УИК №923"	"УИК №924"	"УИК №925"	"УИК №926"	"УИК №927"	"УИК №928"	"УИК №929"	"УИК №930"	"УИК №931"	"УИК №932"	"УИК №933"	"УИК №934"	"УИК №935"	"УИК №936"	"УИК №937"	"УИК №938"	"УИК №939"	"УИК №940"	"УИК №941"	"УИК №942"	"УИК №943"	"УИК №944"	"УИК №945"	"УИК №946"	"УИК №947"	"УИК №948"	"УИК №949"	"УИК №950"	"УИК №951"	"УИК №1200"	"УИК №1201"	"УИК №1202"	"УИК №1203"	"УИК №1204"	"УИК №1205"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

11	10	8	7	7	6	13	8	13	5	4	10	9	21	8	4	7	13	13	5	22	3	8	11	15	19	7	6	9	10	12	13	13	7	8	13	11	18	18	10	10	7	14	4	7	13	21	8	12	5	10	15	11	15	4	1	1	0	0	0	
207	198	134	154	172	156	211	141	137	134	92	170	161	195	179	167	172	116	160	129	217	188	156	188	182	131	93	90	172	177	175	144	195	147	181	181	180	174	159	148	106	153	214	182	113	167	220	161	97	125	121	137	162	226	41	13	7	9	4	16	
76	113	54	82	87	108	98	74	84	62	50	111	81	89	90	74	84	85	77	66	92	91	99	87	85	68	72	62	83	107	79	70	82	81	102	57	101	76	58	57	63	73	81	81	47	71	84	100	58	75	94	92	108	102	36	8	2	7	1	12	
988	1216	816	936	1062	946	1088	968	883	679	629	902	899	1255	1087	1006	1136	934	863	777	1130	1018	1049	964	980	863	724	734	1033	1064	1013	896	1164	751	1030	899	960	1289	998	716	649	872	1258	939	633	874	1121	1015	711	963	919	1039	1037	1044	461	129	43	45	32	119	
54	40	35	25	35	32	36	28	22	27	17	24	21	53	34	31	31	33	25	44	30	54	38	38	23	17	16	13	47	29	30	29	46	45	45	31	38	33	29	24	20	55	43	24	25	44	53	43	38	37	23	32	40	17	10	1	0	2	1	0	
14	12	7	11	4	13	16	12	9	7	4	7	13	15	11	8	12	13	11	6	16	11	19	14	13	11	7	3	6	14	11	10	10	8	13	14	7	10	13	11	12	10	12	7	10	11	16	17	9	7	16	10	9	9	4	0	1	1	0	1	
16	24	8	18	10	8	18	6	6	19	19	9	8	24	16	18	9	4	19	11	18	13	5	20	15	11	8	7	19	9	17	15	31	24	18	22	17	8	13	15	5	12	23	6	14	16	22	16	10	27	5	18	11	8	5	2	0	2	1	0	
20	19	7	25	15	16	18	16	16	10	18	20	12	32	18	24	18	15	25	15	18	16	19	24	27	8	13	8	28	20	22	15	39	15	34	29	30	19	33	33	22	30	45	29	19	31	45	17	18	19	20	16	25	17	2	3	0	0	0	2	
