"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	"УИК №116"	"УИК №117"	"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №122"	"УИК №123"	"УИК №124"	"УИК №125"	"УИК №126"	"УИК №127"	"УИК №128"	"УИК №129"	"УИК №130"	"УИК №131"	"УИК №132"	"УИК №133"	"УИК №134"	"УИК №135"	"УИК №136"	"УИК №137"	"УИК №138"	"УИК №139"	"УИК №140"	"УИК №141"	"УИК №142"	"УИК №143"	"УИК №144"	"УИК №145"	"УИК №146"	"УИК №147"	"УИК №148"	"УИК №149"	"УИК №150"	"УИК №151"	"УИК №152"	"УИК №153"	"УИК №154"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	8	8	13	16	10	6	5	10	2	15	4	5	14	12	5	5	4	7	7	5	15	8	5	4	7	6	5	12	3	9	9	6	10	7	11	9	8	11	14	14	10	2	4	7	0	8	10	4	2	3	3	8	6	
103	176	117	181	95	107	151	91	136	126	171	116	111	178	90	114	134	220	104	111	89	119	108	106	97	147	106	122	170	115	127	108	119	114	72	109	119	109	115	97	155	163	23	22	170	15	135	144	70	4	73	47	229	163	
43	71	43	94	39	52	51	43	92	42	53	56	55	107	59	84	95	81	65	63	49	61	83	72	57	87	67	101	111	88	86	87	68	82	51	81	74	76	76	36	85	76	32	141	84	7	89	77	32	10	39	15	119	77	
584	855	699	1112	496	762	778	644	984	666	877	763	676	1069	690	722	850	1059	720	681	739	828	797	752	659	1026	808	900	1190	832	928	806	739	818	751	920	934	844	829	653	951	873	226	332	1120	137	897	1008	560	83	481	298	1332	1011	
18	46	25	27	22	25	28	22	23	25	34	26	25	36	18	33	33	62	35	16	16	26	25	15	18	24	22	21	37	26	18	23	22	18	19	22	22	15	20	17	29	13	5	59	59	3	20	49	15	0	12	9	44	26	
7	12	3	16	4	6	7	3	9	6	9	9	4	14	6	6	6	14	5	7	5	12	7	9	7	12	8	13	11	8	8	8	7	9	7	9	5	10	7	7	4	11	5	1	10	0	15	3	8	0	1	1	16	11	
12	11	20	17	9	11	15	13	9	10	12	13	11	21	9	16	12	27	10	6	5	6	14	7	7	15	7	15	11	9	14	16	13	8	10	10	15	7	10	13	26	13	2	5	26	2	14	28	13	3	9	5	33	15	
12	13	14	30	12	13	16	12	8	6	20	10	13	24	3	10	9	11	15	12	8	7	10	9	2	13	14	15	30	7	21	13	9	11	9	6	14	8	18	9	20	6	1	3	16	0	14	20	5	1	6	0	22	9	
