"УИК №1545"	"УИК №1546"	"УИК №1547"	"УИК №1548"	"УИК №1549"	"УИК №1550"	"УИК №1551"	"УИК №1552"	"УИК №1553"	"УИК №1554"	"УИК №1555"	"УИК №1556"	"УИК №1557"	"УИК №1558"	"УИК №1559"	"УИК №1560"	"УИК №1561"	"УИК №1562"	"УИК №1563"	"УИК №1564"	"УИК №1565"	"УИК №1566"	"УИК №1567"	"УИК №1568"	"УИК №1569"	"УИК №1570"	"УИК №1571"	"УИК №1572"	"УИК №1573"	"УИК №1574"	"УИК №1575"	"УИК №1576"	"УИК №1577"	"УИК №1578"	"УИК №1579"	"УИК №1580"	"УИК №1581"	"УИК №1582"	"УИК №1583"	"УИК №1584"	"УИК №1585"	"УИК №1586"	"УИК №1587"	"УИК №1588"	"УИК №1589"	"УИК №1590"	"УИК №1591"	"УИК №1592"	"УИК №1593"	"УИК №1594"	"УИК №1595"	"УИК №1596"	"УИК №1597"	"УИК №1598"	"УИК №1599"	"УИК №1600"	"УИК №1601"	"УИК №1602"	"УИК №1603"	"УИК №1604"	"УИК №1605"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	3	11	10	8	9	9	11	5	9	11	13	16	6	9	8	11	5	3	6	10	9	12	2	8	7	11	12	17	2	7	13	18	13	21	6	12	4	9	6	7	7	13	14	18	13	13	8	15	5	13	12	10	9	28	6	8	9	10	18	1	
130	134	101	73	69	134	117	96	131	106	93	97	140	105	87	130	75	84	96	65	100	99	105	77	104	79	96	89	80	85	55	130	188	140	136	108	73	63	104	94	87	143	140	128	89	133	116	138	136	115	109	138	162	118	106	133	116	169	123	139	10	
62	50	40	38	44	61	37	40	49	43	61	53	70	70	47	53	52	47	59	34	47	37	25	47	62	55	63	67	54	53	47	64	73	67	63	53	37	44	59	55	56	61	78	48	58	53	61	49	55	55	45	63	69	51	64	53	47	56	51	56	4	
1008	1078	766	685	596	630	728	753	694	773	907	792	907	907	703	780	726	634	789	780	744	605	660	859	858	789	812	985	988	740	746	1005	1317	960	899	746	719	618	837	812	729	1182	1238	1218	982	1041	1068	874	960	943	1211	1188	1472	925	1112	952	926	1198	1042	1176	87	
55	57	52	29	40	40	47	26	43	40	41	39	42	38	33	36	39	33	44	40	45	46	60	31	59	47	39	43	39	33	9	66	97	60	61	54	30	17	35	31	30	77	44	65	47	41	38	35	46	47	50	55	55	33	45	38	52	72	52	40	10	
3	10	8	7	4	0	6	6	5	7	5	13	11	7	6	7	5	7	2	3	8	4	10	3	9	10	11	5	8	7	11	14	15	6	8	7	7	7	6	4	2	6	13	8	10	11	10	9	8	6	5	15	14	10	21	6	4	8	10	18	1	
26	19	19	13	17	22	17	15	17	13	11	25	18	14	15	19	14	18	19	16	16	13	18	16	23	12	17	17	13	11	10	21	37	25	24	11	10	10	22	14	16	24	19	28	10	13	14	17	10	18	21	19	20	15	29	14	20	19	19	24	2	
52	36	27	38	36	32	30	32	44	24	26	35	25	25	28	41	24	19	31	20	44	28	43	39	35	35	36	39	29	14	18	37	68	47	51	35	17	16	30	21	26	28	32	23	26	31	25	35	23	18	41	43	45	24	47	45	37	49	22	31	3	
