"УИК №952"	"УИК №953"	"УИК №954"	"УИК №955"	"УИК №956"	"УИК №957"	"УИК №958"	"УИК №959"	"УИК №960"	"УИК №961"	"УИК №962"	"УИК №963"	"УИК №964"	"УИК №965"	"УИК №966"	"УИК №967"	"УИК №968"	"УИК №969"	"УИК №970"	"УИК №971"	"УИК №972"	"УИК №973"	"УИК №974"	"УИК №975"	"УИК №976"	"УИК №977"	"УИК №978"	"УИК №979"	"УИК №980"	"УИК №981"	"УИК №982"	"УИК №983"	"УИК №984"	"УИК №985"	"УИК №986"	"УИК №987"	"УИК №988"	"УИК №989"	"УИК №990"	"УИК №991"	"УИК №992"	"УИК №993"	"УИК №994"	"УИК №995"	"УИК №996"	"УИК №997"	"УИК №998"	"УИК №999"	"УИК №1000"	"УИК №1001"	"УИК №1002"	"УИК №1003"	"УИК №1191"	"УИК №1206"	"УИК №1207"	"УИК №1208"	"УИК №1209"	"УИК №1210"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

13	6	2	8	10	13	15	3	7	8	8	7	4	7	6	12	15	6	0	8	9	7	2	9	7	10	13	5	8	5	8	9	19	7	5	8	9	13	8	6	4	8	8	10	11	3	8	8	8	8	15	6	7	1	1	0	4	0	
224	134	48	138	129	169	149	104	74	106	92	57	82	115	135	115	119	46	72	63	130	64	52	99	117	106	164	108	81	123	166	114	215	210	87	73	103	146	113	164	158	198	131	118	172	165	120	147	169	177	177	160	115	13	13	3	13	9	
95	70	34	73	72	89	88	32	74	73	56	47	41	58	80	98	59	35	50	27	79	24	29	76	50	76	117	58	41	83	71	61	108	85	52	47	66	81	50	91	70	104	62	58	78	95	74	84	88	74	94	89	67	7	6	11	117	5	
991	740	253	860	1026	1072	1040	463	670	772	571	348	565	720	732	809	794	444	472	456	777	427	299	752	572	707	940	685	476	863	909	782	1323	1092	555	507	681	800	742	956	927	1091	823	681	959	1056	799	1031	1103	1015	1011	988	805	84	176	77	322	50	
45	35	11	21	20	37	21	29	27	18	27	17	25	13	22	33	23	12	12	15	31	8	7	24	20	18	27	26	10	23	32	24	37	39	23	11	23	17	21	30	25	38	19	22	21	36	24	41	37	30	49	40	43	0	4	0	50	5	
12	6	4	9	17	10	7	7	4	5	5	4	5	7	7	8	4	4	6	4	10	3	2	10	8	5	5	13	4	13	12	6	14	10	8	6	4	7	11	9	9	14	9	7	6	12	8	21	12	5	12	10	12	1	1	0	3	0	
18	13	1	5	15	23	17	9	11	15	5	1	9	5	13	22	7	8	6	2	11	8	1	14	8	15	10	9	8	12	17	11	22	12	15	5	7	22	7	10	11	19	12	9	5	12	10	13	16	16	14	12	19	0	1	0	4	0	
33	30	3	7	40	26	23	8	11	17	8	6	13	7	11	19	10	3	6	3	17	12	3	19	7	13	21	18	9	13	24	23	32	20	20	9	15	17	11	20	27	25	7	14	20	15	20	29	19	17	14	27	19	2	0	0	4	0	
