"УИК №194"	"УИК №195"	"УИК №196"	"УИК №197"	"УИК №198"	"УИК №199"	"УИК №200"	"УИК №201"	"УИК №202"	"УИК №203"	"УИК №204"	"УИК №205"	"УИК №206"	"УИК №207"	"УИК №208"	"УИК №209"	"УИК №210"	"УИК №211"	"УИК №212"	"УИК №213"	"УИК №214"	"УИК №215"	"УИК №216"	"УИК №217"	"УИК №218"	"УИК №219"	"УИК №220"	"УИК №221"	"УИК №222"	"УИК №223"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №231"	"УИК №232"	"УИК №233"	"УИК №234"	"УИК №235"	"УИК №236"	"УИК №237"	"УИК №238"	"УИК №239"	"УИК №240"	"УИК №241"	"УИК №242"	"УИК №243"	"УИК №244"	"УИК №245"	"УИК №246"	"УИК №247"	"УИК №880"	"УИК №881"	"УИК №882"	"УИК №883"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	4	6	15	13	9	11	4	7	7	8	2	6	3	8	12	5	10	18	10	14	6	13	8	6	12	2	11	13	14	3	13	14	12	22	8	3	8	9	9	10	5	8	15	10	16	15	10	6	12	17	6	8	12	2	1	0	1	
142	81	85	168	196	231	194	173	173	153	103	96	142	96	195	171	67	56	205	188	158	166	154	117	169	161	87	210	150	172	172	126	90	84	156	120	94	136	124	125	202	171	147	208	135	107	151	127	133	179	249	151	165	204	14	12	15	23	
58	52	41	121	81	92	84	98	80	91	70	54	97	61	111	97	61	42	108	92	88	100	85	83	96	109	47	84	72	92	78	75	63	65	92	83	66	76	75	77	81	98	81	70	64	60	86	80	70	84	99	81	99	136	117	9	16	11	
696	521	428	1197	1020	1085	1021	894	971	934	618	621	938	644	1186	1004	526	546	1234	1120	929	936	825	825	1064	978	509	1127	809	955	952	777	631	684	787	692	565	876	783	770	945	814	858	944	851	674	942	701	858	926	1155	893	1006	1098	257	84	91	159	
43	21	10	42	55	74	38	37	39	39	25	19	37	33	49	43	10	9	34	36	26	24	22	21	34	42	18	48	26	46	41	43	25	39	38	34	21	45	34	35	42	29	25	53	29	33	37	29	36	42	48	38	43	41	41	3	2	3	
8	4	3	12	4	4	22	5	9	14	8	8	4	1	13	9	5	1	9	7	10	11	7	9	12	13	4	12	7	17	7	6	3	8	7	4	3	8	12	5	15	13	4	7	9	10	12	10	8	7	9	9	6	10	2	1	4	1	
21	14	12	12	21	32	20	8	13	11	9	10	14	11	16	22	5	5	9	17	9	8	11	12	10	24	9	14	12	26	14	12	20	12	18	7	3	15	17	15	21	17	15	36	17	8	14	17	14	16	14	14	20	25	5	0	2	1	
26	8	14	34	30	44	51	41	34	27	18	11	23	14	36	32	13	10	35	28	29	28	29	22	23	27	8	39	31	42	34	28	24	30	40	16	13	46	35	25	34	45	42	46	28	20	39	26	45	31	50	44	35	37	7	2	3	6	
