"УИК №1"	"УИК №2"	"УИК №3"	"УИК №4"	"УИК №5"	"УИК №6"	"УИК №7"	"УИК №8"	"УИК №9"	"УИК №10"	"УИК №11"	"УИК №12"	"УИК №13"	"УИК №14"	"УИК №15"	"УИК №16"	"УИК №17"	"УИК №18"	"УИК №19"	"УИК №20"	"УИК №21"	"УИК №22"	"УИК №23"	"УИК №24"	"УИК №25"	"УИК №26"	"УИК №27"	"УИК №28"	"УИК №29"	"УИК №30"	"УИК №31"	"УИК №32"	"УИК №33"	"УИК №34"	"УИК №35"	"УИК №36"	"УИК №37"	"УИК №38"	"УИК №39"	"УИК №40"	"УИК №41"	"УИК №42"	"УИК №43"	"УИК №44"	"УИК №45"	"УИК №46"	"УИК №47"	"УИК №48"	"УИК №49"	"УИК №50"	"УИК №51"	"УИК №52"	"УИК №53"	"УИК №54"	"УИК №55"	"УИК №56"	"УИК №57"	"УИК №58"	"УИК №59"	"УИК №60"	"УИК №61"	"УИК №62"	"УИК №63"	"УИК №64"	"УИК №65"	"УИК №66"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

15	8	3	8	6	5	13	5	8	12	7	11	0	9	12	13	10	8	16	12	12	10	12	9	7	6	3	8	1	3	1	3	1	4	0	1	1	0	1	2	0	2	3	1	3	0	0	0	0	0	7	5	8	8	1	4	8	7	4	3	1	6	1	5	1	5	
202	75	126	90	163	59	186	62	232	200	210	165	61	183	222	249	94	99	214	184	190	199	137	150	130	162	112	174	17	22	54	57	13	35	23	31	10	18	42	27	17	50	14	32	71	40	25	30	34	11	95	83	145	97	87	193	137	104	83	131	91	161	106	81	108	126	
94	30	46	59	95	26	122	28	102	106	117	82	20	98	95	82	52	53	94	98	103	94	85	100	59	68	57	93	19	32	27	51	13	37	15	15	12	14	17	24	4	25	12	20	34	26	20	28	15	8	25	54	94	60	60	89	104	62	46	68	55	61	48	30	52	48	
1047	387	488	474	804	385	966	309	1146	1214	1202	992	291	1036	1100	1035	607	672	997	998	892	1066	849	883	636	721	612	925	138	260	406	487	147	381	185	249	121	95	209	220	93	225	186	226	411	265	184	319	199	139	438	483	910	501	525	1014	962	1022	658	1000	577	901	517	411	610	559	
14	7	15	11	10	9	21	4	29	26	15	17	8	29	24	16	11	11	20	15	7	25	10	17	8	13	7	6	0	2	6	6	1	5	1	3	2	1	0	4	2	1	0	4	10	3	0	3	5	1	6	5	13	5	7	10	18	4	10	17	5	13	15	11	7	14	
11	7	2	3	6	0	5	3	8	10	10	10	2	15	11	6	7	7	9	10	8	10	8	9	6	9	4	10	2	1	5	3	0	5	0	3	0	1	2	2	0	1	2	0	5	3	0	4	0	0	6	4	6	6	7	7	6	14	4	6	3	9	5	4	2	5	
5	6	6	8	9	3	12	7	17	5	11	11	0	7	5	17	7	8	11	8	15	16	6	9	5	12	8	5	0	1	3	7	1	1	0	2	1	0	0	1	1	2	2	2	2	1	0	5	1	0	4	4	6	4	5	9	7	5	6	6	7	7	6	7	8	4	
9	5	4	3	9	1	18	3	18	11	10	5	2	9	11	9	11	5	9	13	7	15	6	5	4	13	4	5	0	2	4	6	1	3	0	0	0	1	0	2	3	0	0	1	0	2	0	0	1	1	4	6	4	1	4	4	12	2	2	3	5	4	8	6	7	5	
