"УИК №703"	"УИК №704"	"УИК №705"	"УИК №706"	"УИК №707"	"УИК №708"	"УИК №709"	"УИК №710"	"УИК №711"	"УИК №712"	"УИК №713"	"УИК №714"	"УИК №715"	"УИК №716"	"УИК №717"	"УИК №718"	"УИК №719"	"УИК №720"	"УИК №721"	"УИК №722"	"УИК №723"	"УИК №724"	"УИК №725"	"УИК №726"	"УИК №727"	"УИК №728"	"УИК №729"	"УИК №730"	"УИК №731"	"УИК №732"	"УИК №733"	"УИК №734"	"УИК №735"	"УИК №736"	"УИК №737"	"УИК №738"	"УИК №739"	"УИК №740"	"УИК №741"	"УИК №742"	"УИК №743"	"УИК №744"	"УИК №745"	"УИК №746"	"УИК №747"	"УИК №748"	"УИК №749"	"УИК №750"	"УИК №751"	"УИК №752"	"УИК №753"	"УИК №754"	"УИК №755"	"УИК №756"	"УИК №757"	"УИК №758"	"УИК №759"	"УИК №760"	"УИК №761"	"УИК №762"	"УИК №946"	"УИК №947"	"УИК №948"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

13	16	14	6	5	6	5	19	12	9	5	13	7	15	13	15	19	10	3	14	9	5	7	6	6	12	14	17	5	9	7	9	17	14	7	10	2	6	19	11	14	13	6	18	5	8	15	8	19	9	13	12	14	15	10	14	10	9	12	9	1	7	12	
221	204	187	18	82	80	131	237	246	150	86	217	194	215	240	231	172	293	49	179	190	40	181	53	196	173	136	124	121	57	142	140	194	195	140	162	135	145	211	201	163	127	134	185	98	113	215	150	221	135	192	197	206	211	187	219	164	249	209	337	16	168	244	
81	87	92	12	44	47	44	74	98	77	45	85	186	78	91	99	66	70	22	79	73	8	78	16	116	73	85	74	49	35	60	78	74	71	73	59	52	84	95	86	96	50	56	82	32	50	87	62	108	57	100	84	84	81	71	92	71	77	70	102	12	59	108	
987	971	1016	319	909	435	639	1118	1246	839	539	1163	1683	1186	1189	1235	980	1275	1137	1127	1001	677	852	1017	1186	932	1043	690	752	961	685	813	1114	1190	610	758	814	898	1119	1101	945	800	822	1090	493	672	1182	695	1011	789	1238	1287	1165	1165	1118	1295	918	1111	1044	1555	235	835	1037	
22	29	27	13	8	11	19	29	36	17	15	30	71	17	40	36	34	40	2	25	16	3	28	6	28	21	23	21	16	11	19	15	38	30	12	22	20	18	35	23	21	24	16	14	11	13	32	15	23	18	26	17	23	34	24	35	27	36	24	49	8	31	29	
16	9	12	3	6	1	12	13	12	9	2	18	5	16	28	19	13	10	3	16	11	4	7	6	12	23	10	10	13	8	5	13	16	12	9	5	18	14	13	14	10	14	18	12	4	11	19	11	11	6	25	22	15	12	16	14	18	4	14	20	7	7	11	
11	9	11	2	4	6	7	20	11	12	3	18	18	18	16	18	13	15	4	14	6	1	17	3	14	10	12	7	3	4	9	9	17	22	10	10	6	7	19	9	11	11	10	9	4	9	16	8	10	9	17	11	13	13	5	19	9	7	18	26	1	14	13	
24	17	17	4	4	7	16	28	28	9	12	34	18	19	29	26	24	22	3	16	1	7	22	3	14	22	13	18	14	6	14	13	27	29	17	13	18	20	29	15	7	11	11	11	13	7	19	15	21	7	19	16	11	17	14	17	13	10	18	36	3	14	15	
