"УИК №1724"	"УИК №1725"	"УИК №1726"	"УИК №1729"	"УИК №1730"	"УИК №1731"	"УИК №1732"	"УИК №1733"	"УИК №1734"	"УИК №1735"	"УИК №1736"	"УИК №1737"	"УИК №1738"	"УИК №1739"	"УИК №1740"	"УИК №1741"	"УИК №1742"	"УИК №1743"	"УИК №1744"	"УИК №1745"	"УИК №1746"	"УИК №1747"	"УИК №1748"	"УИК №1749"	"УИК №1750"	"УИК №1751"	"УИК №1752"	"УИК №1753"	"УИК №1754"	"УИК №1755"	"УИК №1756"	"УИК №1757"	"УИК №1758"	"УИК №1759"	"УИК №1760"	"УИК №1761"	"УИК №1762"	"УИК №1763"	"УИК №1764"	"УИК №1765"	"УИК №1766"	"УИК №1767"	"УИК №1768"	"УИК №1769"	"УИК №1770"	"УИК №1771"	"УИК №1772"	"УИК №1773"	"УИК №1774"	"УИК №1775"	"УИК №1776"	"УИК №1777"	"УИК №1778"	"УИК №1779"	"УИК №1780"	"УИК №1781"	"УИК №1782"	"УИК №1783"	"УИК №1784"	"УИК №1785"	"УИК №1786"	"УИК №1787"	"УИК №1788"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	2	8	12	8	11	15	8	11	11	23	14	9	7	7	6	16	12	15	10	7	8	5	10	17	10	12	8	11	7	22	12	3	6	8	10	12	7	10	12	14	7	8	6	11	14	6	8	12	6	16	9	11	16	12	14	11	10	15	7	9	12	2	
48	92	183	66	76	159	158	110	197	103	159	143	115	97	92	66	125	117	113	110	76	101	134	118	119	130	152	126	154	114	117	162	108	118	177	123	155	139	103	170	170	136	139	139	124	119	88	78	126	97	114	92	72	122	121	154	123	128	102	122	91	113	22	
18	25	63	28	38	75	42	58	41	59	75	42	40	37	45	45	38	27	47	44	25	43	47	45	27	27	33	59	31	31	51	40	46	29	60	26	37	52	56	64	67	47	41	45	47	41	51	32	33	38	53	46	50	60	49	49	29	45	42	37	22	38	3	
570	585	1241	654	667	1080	1087	1017	1073	1102	1204	907	914	831	913	663	898	879	1038	802	527	994	876	833	803	942	1075	1042	1048	619	949	984	690	848	1535	1271	1315	1246	1157	1328	1215	911	845	969	861	915	933	643	875	824	975	775	899	1050	1388	1006	841	994	859	827	709	814	173	
22	38	119	51	46	103	78	64	73	51	65	58	42	31	54	27	39	52	62	52	34	38	51	57	47	74	63	62	87	54	63	112	72	60	32	20	56	92	39	75	91	54	48	81	44	55	53	51	103	46	67	38	39	62	66	112	53	73	55	67	36	52	5	
4	2	7	4	8	6	6	8	11	20	12	12	9	11	11	3	8	15	11	7	4	7	12	11	8	3	2	5	7	2	6	7	8	1	6	11	10	4	10	3	5	2	7	10	13	5	8	3	7	11	11	6	4	11	11	7	11	4	3	10	6	11	3	
17	14	37	14	9	33	21	22	20	20	27	27	21	10	22	12	17	21	32	23	12	22	20	25	25	27	26	24	32	18	22	43	26	28	11	16	33	38	15	14	27	16	20	29	17	26	15	17	26	18	25	21	15	24	17	35	23	33	23	26	16	19	1	
26	42	41	36	32	58	57	40	67	27	45	29	40	27	33	24	31	31	38	40	17	30	47	42	40	48	34	33	52	19	38	36	27	27	27	28	51	51	56	38	49	34	42	58	45	32	28	35	43	33	37	32	38	48	39	88	38	42	19	39	24	43	4	
