"УИК №1"	"УИК №2"	"УИК №3"	"УИК №4"	"УИК №5"	"УИК №6"	"УИК №7"	"УИК №8"	"УИК №9"	"УИК №10"	"УИК №11"	"УИК №12"	"УИК №13"	"УИК №14"	"УИК №15"	"УИК №16"	"УИК №17"	"УИК №18"	"УИК №19"	"УИК №20"	"УИК №21"	"УИК №22"	"УИК №23"	"УИК №24"	"УИК №25"	"УИК №26"	"УИК №27"	"УИК №28"	"УИК №29"	"УИК №30"	"УИК №31"	"УИК №32"	"УИК №33"	"УИК №34"	"УИК №35"	"УИК №36"	"УИК №37"	"УИК №38"	"УИК №39"	"УИК №40"	"УИК №41"	"УИК №42"	"УИК №43"	"УИК №44"	"УИК №45"	"УИК №46"	"УИК №47"	"УИК №48"	"УИК №49"	"УИК №50"	"УИК №51"	"УИК №52"	"УИК №53"	"УИК №54"	"УИК №55"	"УИК №56"	"УИК №57"	"УИК №58"	"УИК №59"	"УИК №60"	"УИК №122"	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	5	7	7	5	9	8	8	9	7	12	14	13	6	15	12	6	5	5	11	13	11	12	7	10	14	9	1	6	8	8	6	10	8	7	9	9	4	5	11	8	12	7	10	15	5	12	15	10	5	6	9	11	6	8	9	5	7	12	7	9	
55	118	215	186	66	109	124	140	159	113	172	209	232	166	172	177	109	126	144	108	187	100	117	114	152	274	141	138	85	132	103	110	164	134	91	120	193	84	63	116	175	129	85	181	137	90	114	161	119	111	79	108	102	113	112	124	124	120	120	153	155	
45	83	108	108	48	87	65	68	76	92	117	94	90	80	90	99	59	54	64	76	60	60	58	59	76	93	47	60	48	64	54	57	64	54	67	76	114	88	56	63	105	86	56	72	90	50	59	60	63	66	47	59	48	60	65	93	67	45	61	94	62	
526	596	1145	999	619	838	652	709	836	727	1090	1244	1068	940	943	978	681	706	810	705	926	759	772	770	899	1415	682	599	631	730	552	591	771	808	696	767	1084	675	501	574	852	834	588	950	982	499	863	906	710	596	439	529	696	547	680	758	558	595	587	845	944	
8	27	41	41	17	27	12	34	40	27	58	79	52	48	38	37	26	27	35	23	39	19	21	25	36	82	28	25	23	36	12	22	45	36	16	24	47	28	15	34	33	43	25	31	25	10	33	42	29	21	26	30	31	39	36	60	26	27	15	50	46	
3	6	12	6	10	11	7	9	15	3	11	8	5	12	13	9	5	7	6	9	5	4	3	5	2	11	9	2	12	8	6	3	4	8	4	10	13	9	3	6	6	5	5	4	5	2	5	16	9	4	6	11	6	4	3	11	6	4	5	6	8	
1	10	20	16	3	21	10	15	25	6	19	43	14	19	16	22	15	11	14	8	10	11	12	10	12	33	9	6	9	9	10	17	10	11	8	9	27	7	9	12	22	16	11	24	17	10	17	21	17	9	6	11	9	24	16	9	11	14	10	12	19	
12	15	23	37	14	24	11	35	40	36	32	44	20	56	42	28	35	32	37	28	32	27	22	24	32	64	24	31	21	42	15	23	36	30	16	13	43	24	11	21	28	23	26	34	40	26	26	43	39	26	15	22	24	15	26	30	27	26	31	38	38	
